T	PID	COMM	SADDR	DADDR	SPORT	DPORT	ATTACK	Tiempo
X	3455	TCP	192.168.3.115	74,220,195,150	3914	80	0	2965.928392
A	3458	TCP	192.168.4.120	72.21.203.133	2736	80	0	2966.019708
X	3457	TCP	131,202,240,218	192.168.5.122	32953	80	0	2966.052873
A	3459	TCP	192.168.4.120	202.41.220.218	2737	80	0	2967.375753
X	3448	TCP	192.168.4.120	202.41.220.218	2728	80	0	2967.611877
A	3460	TCP	192.168.4.120	208.122.28.3	2738	80	0	2968.069416
A	3461	TCP	192.168.2.110	67.220.214.50	1433	80	0	2968.376073
A	3462	TCP	192.168.4.121	65.54.81.210	51365	80	0	2969.36095
X	3417	TCP	192.168.4.121	65.54.81.171	51364	80	0	2969.460962
A	3463	TCP	192.168.4.120	66.179.81.101	2739	80	0	2969.674998
A	3464	TCP	192.168.4.120	208.122.28.2	2740	80	0	2970.289933
X	3398	TCP	192.168.4.120	208.122.28.2	2696	80	0	2970.417392
A	3465	TCP	192.168.4.120	209.17.74.144	2741	80	0	2972.012635
A	3466	TCP	192.168.4.120	208.122.28.2	2742	80	0	2972.284231
A	3467	TCP	192.168.4.120	208.122.28.10	2743	80	0	2973.203126
X	3452	TCP	192.168.4.120	208.122.28.10	2732	80	0	2973.259996
A	3468	TCP	192.168.4.120	74.63.40.21	2744	80	0	2973.702742
X	3444	TCP	192.168.4.120	74.63.40.21	2724	80	0	2973.714543
A	3469	TCP	192.168.4.120	74.63.40.21	2745	80	0	2974.190015
X	3443	TCP	192.168.4.120	74.63.40.21	2723	80	0	2974.24713
A	3470	TCP	192.168.4.120	74.63.40.21	2746	80	0	2975.040603
X	3434	TCP	192.168.4.120	74.63.40.21	2715	80	0	2975.150232
X	3445	TCP	192.168.4.120	74.63.40.21	2725	80	0	2975.150235
A	3471	TCP	192.168.4.120	209.80.46.75	2747	80	0	2977.156484
X	3461	TCP	192.168.2.110	67.220.214.50	1433	80	0	2977.343604
A	3472	TCP	192.168.4.120	188.40.101.182	2748	80	0	2977.390222
X	3471	TCP	192.168.4.120	209.80.46.75	2747	80	0	2977.528309
X	3472	TCP	192.168.4.120	188.40.101.182	2748	80	0	2978.026254
A	3473	TCP	192.168.4.120	209.80.46.75	2749	80	0	2979.088003
A	3474	TCP	192.168.4.120	209.80.46.53	2750	80	0	2979.140032
A	3475	TCP	192.168.3.116	192.168.3.114	4205	139	0	2979.176801
X	3475	TCP	192.168.3.116	192.168.3.114	4205	139	0	2979.187229
X	3473	TCP	192.168.4.120	209.80.46.75	2749	80	0	2979.425626
A	3476	TCP	192.168.4.120	64.94.107.26	2751	80	0	2979.640615
A	3477	TCP	192.168.4.120	209.80.46.80	2752	80	0	2979.641957
X	3474	TCP	192.168.4.120	209.80.46.53	2750	80	0	2979.74992
X	3476	TCP	192.168.4.120	64.94.107.26	2751	80	0	2979.749662
A	3478	TCP	192.168.4.120	64.94.107.26	2753	80	0	2979.875257
X	3477	TCP	192.168.4.120	209.80.46.80	2752	80	0	2979.986246
X	3478	TCP	192.168.4.120	64.94.107.26	2753	80	0	2979.990987
A	3479	TCP	192.168.4.121	65.54.81.171	51366	80	0	2984.360631
X	3182	TCP	192.168.2.110	64.94.104.143	1235	80	0	2985.457329
A	3480	TCP	192.168.2.110	67.220.214.50	1434	80	0	2989.375842
X	3462	TCP	192.168.4.121	65.54.81.210	51365	80	0	2989.431863
X	3110	TCP	192.168.1.104	174.35.52.82	16003	80	0	2992.60737
X	3480	TCP	192.168.2.110	67.220.214.50	1434	80	0	2998.342474
X	3419	TCP	192.168.4.120	207.210.64.84	2702	80	0	2998.787392
X	3421	TCP	192.168.4.120	207.210.64.84	2704	80	0	2998.79139
A	3481	TCP	192.168.4.120	207.210.64.84	2754	80	0	2998.873616
X	3228	TCP	192.168.1.104	142.166.14.70	16012	80	0	2999.021196
X	3231	TCP	192.168.1.104	142.166.14.79	16013	80	0	2999.162359
A	3482	TCP	192.168.4.121	65.54.81.62	51367	80	0	2999.359908
X	3479	TCP	192.168.4.121	65.54.81.171	51366	80	0	2999.44798799999
X	3112	TCP	192.168.1.104	174.35.52.80	16005	80	0	2999.825868
X	3117	TCP	192.168.1.104	174.35.52.80	16010	80	0	3001.575808
X	3114	TCP	192.168.1.104	174.35.52.82	16007	80	0	3001.90392
X	3420	TCP	192.168.4.120	192.168.5.122	2703	80	0	3006.154964
X	3442	TCP	192.168.4.120	192.168.5.122	2722	80	0	3006.155123
A	3483	TCP	192.168.4.120	192.168.5.122	2755	80	0	3006.248246
A	3484	TCP	192.168.4.120	192.168.4.118	2756	139	0	3006.999234
X	3484	TCP	192.168.4.120	192.168.4.118	2756	139	0	3007.732873
A	3485	TCP	192.168.2.113	64.90.206.110	4606	80	0	3008.75102
A	3486	TCP	192.168.2.113	192.168.5.122	4607	80	0	3008.766234
X	3362	TCP	192.168.2.113	192.168.5.122	4605	80	0	3008.766548
A	3487	TCP	192.168.2.110	67.220.214.50	1435	80	0	3010.374329
A	3488	TCP	192.168.2.110	67.220.214.50	1436	80	0	3010.586814
X	3487	TCP	192.168.2.110	67.220.214.50	1435	80	0	3010.688871
A	3489	TCP	192.168.2.110	67.220.214.50	1437	80	0	3011.168096
X	3488	TCP	192.168.2.110	67.220.214.50	1436	80	0	3011.270237
A	3490	TCP	192.168.2.110	67.220.214.50	1438	80	0	3011.38003
X	3489	TCP	192.168.2.110	67.220.214.50	1437	80	0	3011.482353
A	3491	TCP	192.168.2.110	67.220.214.50	1439	80	0	3011.594436
X	3490	TCP	192.168.2.110	67.220.214.50	1438	80	0	3011.69697
A	3492	TCP	192.168.2.110	67.220.214.50	1440	80	0	3011.809316
X	3491	TCP	192.168.2.110	67.220.214.50	1439	80	0	3011.912082
A	3493	TCP	192.168.2.110	67.220.214.50	1441	80	0	3012.391816
X	3492	TCP	192.168.2.110	67.220.214.50	1440	80	0	3012.49148
A	3494	TCP	192.168.2.110	67.220.214.50	1442	80	0	3012.602026
X	3493	TCP	192.168.2.110	67.220.214.50	1441	80	0	3012.703352
A	3495	TCP	192.168.2.110	67.220.214.50	1443	80	0	3012.816705
X	3494	TCP	192.168.2.110	67.220.214.50	1442	80	0	3012.91946
A	3496	TCP	192.168.2.110	67.220.214.50	1444	80	0	3013.030033
X	3495	TCP	192.168.2.110	67.220.214.50	1443	80	0	3013.132325
A	3497	TCP	192.168.2.110	67.220.214.50	1445	80	0	3013.61136
X	3496	TCP	192.168.2.110	67.220.214.50	1444	80	0	3013.713701
A	3498	TCP	192.168.2.110	67.220.214.50	1446	80	0	3013.824341
X	3497	TCP	192.168.2.110	67.220.214.50	1445	80	0	3013.924559
A	3499	TCP	192.168.2.110	67.220.214.50	1447	80	0	3014.036948
X	3498	TCP	192.168.2.110	67.220.214.50	1446	80	0	3014.13944
A	3500	TCP	192.168.2.110	67.220.214.50	1448	80	0	3014.24947
X	3499	TCP	192.168.2.110	67.220.214.50	1447	80	0	3014.351307
A	3501	TCP	192.168.4.121	65.54.81.30	51368	80	0	3014.359696
A	3502	TCP	192.168.4.120	206,123,111,173	2757	80	0	3014.452673
A	3503	TCP	192.168.2.110	67.220.214.50	1449	80	0	3014.830017
X	3500	TCP	192.168.2.110	67.220.214.50	1448	80	0	3014.941242
A	3504	TCP	192.168.2.110	67.220.214.50	1450	80	0	3015.050789
X	3503	TCP	192.168.2.110	67.220.214.50	1449	80	0	3015.153298
A	3505	TCP	192.168.4.120	174,133,126,130	2758	80	0	3015.169772
X	3418	TCP	192.168.4.120	174,133,126,130	2701	80	0	3015.179279
X	3451	TCP	192.168.4.120	174,133,126,130	2731	80	0	3015.183025
X	3470	TCP	192.168.4.120	74.63.40.21	2746	80	0	3015.210245
A	3506	TCP	192.168.4.120	207.210.64.84	2759	80	0	3015.263326
A	3507	TCP	192.168.2.110	67.220.214.50	1451	80	0	3015.268194
A	3508	TCP	192.168.4.120	174,133,126,130	2760	80	0	3015.279148
A	3509	TCP	192.168.4.120	74.63.40.21	2761	80	0	3015.294508
X	3481	TCP	192.168.4.120	207.210.64.84	2754	80	0	3015.3017
X	3504	TCP	192.168.2.110	67.220.214.50	1450	80	0	3015.369901
A	3510	TCP	192.168.4.120	66.220.146.18	2762	80	0	3015.464701
X	2904	TCP	192.168.4.120	66.220.146.18	2615	80	0	3015.474036
A	3511	TCP	192.168.2.110	67.220.214.50	1452	80	0	3015.481336
X	3507	TCP	192.168.2.110	67.220.214.50	1451	80	0	3015.584072
A	3512	TCP	192.168.2.106	192.168.5.122	3239	110	0	3016.007326
X	3512	TCP	192.168.2.106	192.168.5.122	3239	110	0	3016.022529
A	3513	TCP	192.168.2.110	67.220.214.50	1453	80	0	3016.090133
X	3511	TCP	192.168.2.110	67.220.214.50	1452	80	0	3016.190143
A	3514	TCP	192.168.2.110	67.220.214.50	1454	80	0	3016.302152
X	3483	TCP	192.168.4.120	192.168.5.122	2755	80	0	3016.310959
A	3515	TCP	192.168.4.120	192.168.5.122	2763	80	0	3016.310602
X	3513	TCP	192.168.2.110	67.220.214.50	1453	80	0	3016.418559
A	3516	TCP	192.168.2.110	67.220.214.50	1455	80	0	3016.571604
X	3514	TCP	192.168.2.110	67.220.214.50	1454	80	0	3016.745113
X	3450	TCP	192.168.4.120	208.122.28.10	2730	80	0	3016.787501
X	3467	TCP	192.168.4.120	208.122.28.10	2743	80	0	3016.787674
A	3517	TCP	192.168.2.110	67.220.214.50	1456	80	0	3016.854404
A	3518	TCP	192.168.4.120	208.122.28.21	2764	80	0	3016.965417
X	3516	TCP	192.168.2.110	67.220.214.50	1455	80	0	3016.981203
X	3464	TCP	192.168.4.120	208.122.28.2	2740	80	0	3017.145656
X	3466	TCP	192.168.4.120	208.122.28.2	2742	80	0	3017.145812
A	3519	TCP	192.168.4.120	208.122.28.20	2765	80	0	3017.216485
A	3520	TCP	192.168.2.110	67.220.214.50	1457	80	0	3017.544551
X	3517	TCP	192.168.2.110	67.220.214.50	1456	80	0	3017.646204
A	3521	TCP	192.168.2.110	67.220.214.50	1458	80	0	3017.756819
X	3520	TCP	192.168.2.110	67.220.214.50	1457	80	0	3017.859072
A	3522	TCP	192.168.2.110	67.220.214.50	1459	80	0	3017.97121
X	3453	TCP	192.168.4.120	208.122.28.3	2733	80	0	3017.97948
X	3460	TCP	192.168.4.120	208.122.28.3	2738	80	0	3017.98397
A	3523	TCP	192.168.4.120	208.122.28.18	2766	80	0	3018.062401
X	3521	TCP	192.168.2.110	67.220.214.50	1458	80	0	3018.072947
A	3524	TCP	192.168.2.110	67.220.214.50	1460	80	0	3018.185227
X	3522	TCP	192.168.2.110	67.220.214.50	1459	80	0	3018.285816
A	3525	TCP	192.168.4.120	209.80.46.75	2767	80	0	3018.497576
A	3526	TCP	192.168.2.110	67.220.214.50	1461	80	0	3018.766804
X	3525	TCP	192.168.4.120	209.80.46.75	2767	80	0	3018.83697
X	3524	TCP	192.168.2.110	67.220.214.50	1460	80	0	3018.868449
A	3527	TCP	192.168.2.110	67.220.214.50	1462	80	0	3018.979256
X	3526	TCP	192.168.2.110	67.220.214.50	1461	80	0	3019.082305
A	3528	TCP	192.168.2.110	67.220.214.50	1463	80	0	3019.194391
X	3527	TCP	192.168.2.110	67.220.214.50	1462	80	0	3019.296178
A	3529	TCP	192.168.2.110	67.220.214.50	1464	80	0	3019.407466
X	3482	TCP	192.168.4.121	65.54.81.62	51367	80	0	3019.43105
X	3528	TCP	192.168.2.110	67.220.214.50	1463	80	0	3019.510027
A	3530	TCP	192.168.2.110	67.220.214.50	1465	80	0	3019.989664
X	3529	TCP	192.168.2.110	67.220.214.50	1464	80	0	3020.090681
A	3531	TCP	192.168.2.110	67.220.214.50	1466	80	0	3020.200278
X	3530	TCP	192.168.2.110	67.220.214.50	1465	80	0	3020.302544
A	3532	TCP	192.168.2.110	67.220.214.50	1467	80	0	3020.415856
X	3531	TCP	192.168.2.110	67.220.214.50	1466	80	0	3020.518406
A	3533	TCP	192.168.2.110	67.220.214.50	1468	80	0	3020.62975
X	3532	TCP	192.168.2.110	67.220.214.50	1467	80	0	3020.731279
A	3534	TCP	192.168.2.110	67.220.214.50	1469	80	0	3021.211508
X	3533	TCP	192.168.2.110	67.220.214.50	1468	80	0	3021.31289
A	3535	TCP	192.168.2.110	67.220.214.50	1470	80	0	3021.423168
X	3534	TCP	192.168.2.110	67.220.214.50	1469	80	0	3021.526503
A	3536	TCP	192.168.2.110	67.220.214.50	1471	80	0	3021.639971
A	3537	TCP	192.168.4.120	207.210.64.84	2768	80	0	3021.669268
X	3506	TCP	192.168.4.120	207.210.64.84	2759	80	0	3021.692649
X	3535	TCP	192.168.2.110	67.220.214.50	1470	80	0	3021.741613
A	3538	TCP	192.168.2.110	67.220.214.50	1472	80	0	3021.853198
X	3536	TCP	192.168.2.110	67.220.214.50	1471	80	0	3021.955621
A	3539	TCP	192.168.2.110	67.220.214.50	1473	80	0	3022.454904
X	3538	TCP	192.168.2.110	67.220.214.50	1472	80	0	3022.555116
A	3540	TCP	192.168.2.110	67.220.214.50	1474	80	0	3022.667516
X	3539	TCP	192.168.2.110	67.220.214.50	1473	80	0	3022.771985
A	3541	TCP	192.168.2.110	67.220.214.50	1475	80	0	3022.884069
X	3540	TCP	192.168.2.110	67.220.214.50	1474	80	0	3022.9866
A	3542	TCP	192.168.2.110	67.220.214.50	1476	80	0	3023.097424
X	3541	TCP	192.168.2.110	67.220.214.50	1475	80	0	3023.199443
A	3543	TCP	192.168.2.110	67.220.214.50	1477	80	0	3023.678892
X	3542	TCP	192.168.2.110	67.220.214.50	1476	80	0	3023.78133
A	3544	TCP	192.168.2.110	67.220.214.50	1478	80	0	3023.892744
X	3543	TCP	192.168.2.110	67.220.214.50	1477	80	0	3023.993192
A	3545	TCP	192.168.2.110	67.220.214.50	1479	80	0	3024.10609
X	3544	TCP	192.168.2.110	67.220.214.50	1478	80	0	3024.207825
A	3546	TCP	192.168.2.110	67.220.214.50	1480	80	0	3024.319097
X	3545	TCP	192.168.2.110	67.220.214.50	1479	80	0	3024.420691
A	3547	TCP	192.168.2.110	67.220.214.50	1481	80	0	3024.900647
X	3546	TCP	192.168.2.110	67.220.214.50	1480	80	0	3025.00256
A	3548	TCP	192.168.2.110	67.220.214.50	1482	80	0	3025.112373
X	3547	TCP	192.168.2.110	67.220.214.50	1481	80	0	3025.215422
A	3549	TCP	192.168.2.110	67.220.214.50	1483	80	0	3025.327331
X	3548	TCP	192.168.2.110	67.220.214.50	1482	80	0	3025.430046
A	3550	TCP	192.168.2.110	67.220.214.50	1484	80	0	3025.540586
X	3549	TCP	192.168.2.110	67.220.214.50	1483	80	0	3025.642916
A	3551	TCP	192.168.2.110	67.220.214.50	1485	80	0	3026.123313
X	3550	TCP	192.168.2.110	67.220.214.50	1484	80	0	3026.223551
A	3552	TCP	192.168.2.110	67.220.214.50	1486	80	0	3026.333852
X	3551	TCP	192.168.2.110	67.220.214.50	1485	80	0	3026.436666
A	3553	TCP	192.168.2.110	67.220.214.50	1487	80	0	3026.550013
X	3552	TCP	192.168.2.110	67.220.214.50	1486	80	0	3026.65203
A	3554	TCP	192.168.2.110	67.220.214.50	1488	80	0	3026.763913
X	3553	TCP	192.168.2.110	67.220.214.50	1487	80	0	3026.867145
A	3555	TCP	192.168.4.120	74.63.40.21	2769	80	0	3027.325282
A	3556	TCP	192.168.4.120	87.106.217.97	2770	80	0	3027.327434
X	3509	TCP	192.168.4.120	74.63.40.21	2761	80	0	3027.342858
A	3557	TCP	192.168.2.110	67.220.214.50	1489	80	0	3027.344841
X	3554	TCP	192.168.2.110	67.220.214.50	1488	80	0	3027.446525
A	3558	TCP	192.168.2.110	67.220.214.50	1490	80	0	3027.557313
A	3559	TCP	192.168.4.120	38.102.228.21	2771	80	0	3027.577673
X	3557	TCP	192.168.2.110	67.220.214.50	1489	80	0	3027.659394
A	3560	TCP	192.168.2.110	67.220.214.50	1491	80	0	3027.772058
X	3558	TCP	192.168.2.110	67.220.214.50	1490	80	0	3027.874991
A	3561	TCP	192.168.2.110	67.220.214.50	1492	80	0	3027.986756
X	3560	TCP	192.168.2.110	67.220.214.50	1491	80	0	3028.086373
A	3562	TCP	192.168.4.120	209.202.252.50	2772	80	0	3028.293976
A	3563	TCP	192.168.2.110	67.220.214.50	1493	80	0	3028.763064
X	3561	TCP	192.168.2.110	67.220.214.50	1492	80	0	3028.864633
A	3564	TCP	192.168.2.110	67.220.214.50	1494	80	0	3028.975204
X	3563	TCP	192.168.2.110	67.220.214.50	1493	80	0	3029.077483
A	3565	TCP	192.168.2.110	67.220.214.50	1495	80	0	3029.197541
X	3564	TCP	192.168.2.110	67.220.214.50	1494	80	0	3029.299591
A	3566	TCP	192.168.4.121	65.54.81.30	51369	80	0	3029.359432
X	3501	TCP	192.168.4.121	65.54.81.30	51368	80	0	3029.411266
A	3567	TCP	192.168.2.110	67.220.214.50	1496	80	0	3029.415165
X	3565	TCP	192.168.2.110	67.220.214.50	1495	80	0	3029.549454
A	3568	TCP	192.168.4.120	208.122.28.21	2773	80	0	3029.63592
X	3518	TCP	192.168.4.120	208.122.28.21	2764	80	0	3029.688107
A	3569	TCP	192.168.2.110	67.220.214.50	1497	80	0	3030.046844
X	3567	TCP	192.168.2.110	67.220.214.50	1496	80	0	3030.147066
X	3454	TCP	192.168.4.120	208.122.28.4	2734	80	0	3030.224768
X	3456	TCP	192.168.4.120	208.122.28.4	2735	80	0	3030.229266
A	3570	TCP	192.168.2.110	67.220.214.50	1498	80	0	3030.257634
A	3571	TCP	192.168.4.120	208.122.28.12	2774	80	0	3030.294047
X	3569	TCP	192.168.2.110	67.220.214.50	1497	80	0	3030.359934
A	3572	TCP	192.168.4.120	208.122.28.18	2775	80	0	3030.408276
X	3523	TCP	192.168.4.120	208.122.28.18	2766	80	0	3030.459865
A	3573	TCP	192.168.2.110	67.220.214.50	1499	80	0	3030.474422
X	3570	TCP	192.168.2.110	67.220.214.50	1498	80	0	3030.576796
A	3574	TCP	192.168.2.110	67.220.214.50	1500	80	0	3030.687227
X	3573	TCP	192.168.2.110	67.220.214.50	1499	80	0	3030.789661
A	3575	TCP	192.168.4.120	208.122.28.20	2776	80	0	3031.111798
X	3519	TCP	192.168.4.120	208.122.28.20	2765	80	0	3031.164424
A	3576	TCP	192.168.2.110	67.220.214.50	1501	80	0	3031.267609
X	3574	TCP	192.168.2.110	67.220.214.50	1500	80	0	3031.370288
A	3577	TCP	192.168.2.110	67.220.214.50	1502	80	0	3031.483366
X	3576	TCP	192.168.2.110	67.220.214.50	1501	80	0	3031.586142
A	3578	TCP	192.168.2.110	67.220.214.50	1503	80	0	3031.710593
X	3577	TCP	192.168.2.110	67.220.214.50	1502	80	0	3031.849998
X	3562	TCP	192.168.4.120	209.202.252.50	2772	80	0	3031.895961
A	3579	TCP	192.168.2.110	67.220.214.50	1504	80	0	3031.960339
X	3578	TCP	192.168.2.110	67.220.214.50	1503	80	0	3032.062847
A	3580	TCP	192.168.4.120	209.80.46.75	2777	80	0	3032.106306
X	3580	TCP	192.168.4.120	209.80.46.75	2777	80	0	3032.441122
X	3162	TCP	192.168.4.120	67.18.99.115	2656	80	0	3032.481157
A	3581	TCP	192.168.2.110	67.220.214.50	1505	80	0	3032.542541
X	3579	TCP	192.168.2.110	67.220.214.50	1504	80	0	3032.642496
A	3582	TCP	192.168.2.110	67.220.214.50	1506	80	0	3032.753144
X	3581	TCP	192.168.2.110	67.220.214.50	1505	80	0	3032.855108
A	3583	TCP	192.168.2.110	67.220.214.50	1507	80	0	3032.967482
X	3582	TCP	192.168.2.110	67.220.214.50	1506	80	0	3033.070211
A	3584	TCP	192.168.2.110	67.220.214.50	1508	80	0	3033.180489
X	3583	TCP	192.168.2.110	67.220.214.50	1507	80	0	3033.283082
A	3585	TCP	192.168.2.110	173.222.140.32	1509	80	0	3033.285574
A	3586	TCP	192.168.2.110	67.220.214.50	1510	80	0	3033.839533
X	3584	TCP	192.168.2.110	67.220.214.50	1508	80	0	3034.063405
A	3587	TCP	192.168.2.110	184.51.176.80	1511	80	0	3034.158063
A	3588	TCP	192.168.2.110	67.220.214.50	1512	80	0	3034.173923
X	3586	TCP	192.168.2.110	67.220.214.50	1510	80	0	3034.276207
A	3589	TCP	192.168.2.110	67.220.214.50	1513	80	0	3034.518723
X	3588	TCP	192.168.2.110	67.220.214.50	1512	80	0	3034.623989
A	3590	TCP	192.168.2.110	67.220.214.50	1514	80	0	3034.734351
X	3589	TCP	192.168.2.110	67.220.214.50	1513	80	0	3034.835856
X	3172	TCP	192.168.4.120	69.56.160.14	2665	80	0	3035.215436
A	3591	TCP	192.168.2.110	67.220.214.50	1515	80	0	3035.318389
X	3590	TCP	192.168.2.110	67.220.214.50	1514	80	0	3035.417483
A	3592	TCP	192.168.2.110	67.220.214.50	1516	80	0	3035.528303
X	3591	TCP	192.168.2.110	67.220.214.50	1515	80	0	3035.630337
A	3593	TCP	192.168.2.110	67.220.214.50	1517	80	0	3035.742785
X	3592	TCP	192.168.2.110	67.220.214.50	1516	80	0	3035.844218
A	3594	TCP	192.168.2.110	67.220.214.50	1518	80	0	3035.955508
X	3593	TCP	192.168.2.110	67.220.214.50	1517	80	0	3036.058327
A	3595	TCP	192.168.2.110	67.220.214.50	1519	80	0	3036.535994
X	3594	TCP	192.168.2.110	67.220.214.50	1518	80	0	3036.638718
A	3596	TCP	192.168.2.110	67.220.214.50	1520	80	0	3036.749058
X	3595	TCP	192.168.2.110	67.220.214.50	1519	80	0	3036.850332
A	3597	TCP	192.168.2.110	67.220.214.50	1521	80	0	3036.96368
X	3596	TCP	192.168.2.110	67.220.214.50	1520	80	0	3037.065452
A	3598	TCP	192.168.2.110	67.220.214.50	1522	80	0	3037.176719
X	3597	TCP	192.168.2.110	67.220.214.50	1521	80	0	3037.278296
A	3599	TCP	192.168.2.110	67.220.214.50	1523	80	0	3037.76026
X	3598	TCP	192.168.2.110	67.220.214.50	1522	80	0	3037.85993
A	3600	TCP	192.168.2.110	67.220.214.50	1524	80	0	3037.970718
X	3599	TCP	192.168.2.110	67.220.214.50	1523	80	0	3038.072796
A	3601	TCP	192.168.4.121	65.54.81.42	51370	80	0	3044.359123
X	3185	TCP	192.168.2.110	72.21.91.19	1238	80	0	3044.605636
A	3602	TCP	192.168.1.104	216.109.86.150	16016	80	0	3046.060104
A	3603	TCP	192.168.1.104	174.35.52.82	16017	80	0	3046.5252
X	3600	TCP	192.168.2.110	67.220.214.50	1524	80	0	3046.902389
A	3604	TCP	192.168.1.104	174.35.52.80	16018	80	0	3047.07096
A	3605	TCP	192.168.1.104	174.35.52.82	16019	80	0	3047.973072
A	3606	TCP	192.168.1.104	204.13.200.58	16020	80	0	3048.345101
A	3607	TCP	192.168.1.104	174.35.52.80	16021	80	0	3048.56016
X	3606	TCP	192.168.1.104	204.13.200.58	16020	80	0	3048.616395
X	3566	TCP	192.168.4.121	65.54.81.30	51369	80	0	3049.430237
X	3343	TCP	192.168.4.120	67.18.36.16	2678	80	0	3051.948997
X	3416	TCP	192.168.4.120	66.211.169.65	2700	443	0	3054.816691
A	3608	TCP	192.168.4.120	174,133,126,130	2778	80	0	3055.183454
A	3609	TCP	192.168.4.120	207.210.64.84	2779	80	0	3055.214612
X	3505	TCP	192.168.4.120	174,133,126,130	2758	80	0	3055.225199
X	3508	TCP	192.168.4.120	174,133,126,130	2760	80	0	3055.228209
X	3537	TCP	192.168.4.120	207.210.64.84	2768	80	0	3055.253695
X	3342	TCP	192.168.4.120	88,208,248,162	2677	80	0	3055.419792
X	3160	TCP	192.168.4.120	75.126.11.131	2654	80	0	3058.092614
A	3610	TCP	192.168.2.110	67.220.214.50	1524	80	0	3058.933772
A	3611	TCP	192.168.4.121	65.54.81.62	51371	80	0	3059.358592
X	3601	TCP	192.168.4.121	65.54.81.42	51370	80	0	3059.435831
X	3439	TCP	192.168.4.120	205,178,176,154	2719	443	0	3059.7791
X	2657	TCP	192.168.4.120	208.73.210.28	2594	80	0	3059.787792
X	3440	TCP	192.168.4.120	208.73.210.28	2720	80	0	3059.788792
X	3435	TCP	192.168.4.120	205,178,176,154	2716	80	0	3060.419628
X	3423	TCP	192.168.4.120	66.246.216.94	2706	80	0	3064.813366
X	2895	TCP	192.168.4.120	66.220.146.18	2611	80	0	3066.124277
A	3612	TCP	192.168.1.101	205.178.187.13	4276	80	0	3067.324423
A	3613	TCP	192.168.1.101	205.178.187.11	4277	80	0	3067.435671
X	3610	TCP	192.168.2.110	67.220.214.50	1524	80	0	3067.901265
X	3463	TCP	192.168.4.120	66.179.81.101	2739	80	0	3069.991296
X	3458	TCP	192.168.4.120	72.21.203.133	2736	80	0	3071.592393
A	3614	TCP	192.168.4.121	65.54.81.62	51372	80	0	3074.358247
X	3611	TCP	192.168.4.121	65.54.81.62	51371	80	0	3074.390107
A	3615	TCP	192.168.2.112	192.168.5.122	4968	110	0	3077.946898
X	3615	TCP	192.168.2.112	192.168.5.122	4968	110	0	3077.962146
X	3613	TCP	192.168.1.101	205.178.187.11	4277	80	0	3079.654521
A	3616	TCP	192.168.2.110	67.220.214.50	1525	80	0	3079.933531
A	3617	TCP	192.168.2.110	67.220.214.50	1526	80	0	3080.145078
X	3616	TCP	192.168.2.110	67.220.214.50	1525	80	0	3080.247152
A	3618	TCP	192.168.2.110	67.220.214.50	1527	80	0	3080.725117
X	3617	TCP	192.168.2.110	67.220.214.50	1526	80	0	3080.828036
A	3619	TCP	192.168.2.110	67.220.214.50	1528	80	0	3080.937075
X	3618	TCP	192.168.2.110	67.220.214.50	1527	80	0	3081.039891
A	3620	TCP	192.168.2.110	67.220.214.50	1529	80	0	3081.154439
X	3619	TCP	192.168.2.110	67.220.214.50	1528	80	0	3081.254499
A	3621	TCP	192.168.2.110	67.220.214.50	1530	80	0	3081.365783
X	3620	TCP	192.168.2.110	67.220.214.50	1529	80	0	3081.468404
A	3622	TCP	192.168.2.107	192.168.2.106	2505	139	0	3081.671978
X	3622	TCP	192.168.2.107	192.168.2.106	2505	139	0	3081.680416
A	3623	TCP	192.168.2.110	67.220.214.50	1531	80	0	3081.946332
X	3621	TCP	192.168.2.110	67.220.214.50	1530	80	0	3082.048257
A	3624	TCP	192.168.2.110	67.220.214.50	1532	80	0	3082.159037
X	3623	TCP	192.168.2.110	67.220.214.50	1531	80	0	3082.261128
A	3625	TCP	192.168.2.110	67.220.214.50	1533	80	0	3082.373688
X	3624	TCP	192.168.2.110	67.220.214.50	1532	80	0	3082.476743
A	3626	TCP	192.168.2.110	67.220.214.50	1534	80	0	3082.5885
X	3625	TCP	192.168.2.110	67.220.214.50	1533	80	0	3082.690615
A	3627	TCP	192.168.2.113	208.109.54.123	4608	80	0	3083.049213
A	3628	TCP	192.168.2.110	67.220.214.50	1535	80	0	3083.172261
X	3626	TCP	192.168.2.110	67.220.214.50	1534	80	0	3083.275224
A	3629	TCP	192.168.2.110	67.220.214.50	1536	80	0	3083.39322
X	3628	TCP	192.168.2.110	67.220.214.50	1535	80	0	3083.496082
A	3630	TCP	192.168.2.110	67.220.214.50	1537	80	0	3083.608277
X	3629	TCP	192.168.2.110	67.220.214.50	1536	80	0	3083.710946
A	3631	TCP	192.168.2.110	67.220.214.50	1538	80	0	3083.822044
X	3630	TCP	192.168.2.110	67.220.214.50	1537	80	0	3083.92381
A	3632	TCP	192.168.2.110	67.220.214.50	1539	80	0	3084.402746
A	3633	TCP	192.168.2.110	192.168.5.122	1540	110	0	3084.484009
X	3633	TCP	192.168.2.110	192.168.5.122	1540	110	0	3084.499523
X	3631	TCP	192.168.2.110	67.220.214.50	1538	80	0	3084.504448
A	3634	TCP	192.168.2.110	67.220.214.50	1541	80	0	3084.615041
X	3632	TCP	192.168.2.110	67.220.214.50	1539	80	0	3084.717331
